key,trinomial,dcterms:coverage_temporal,artifact,xsd:gDate_earliestStart,xsd:gDate_latestStart,xsd:gDate_earliestEnd,xsd:gDate_latestEnd,skos:CloseMatch,count,lat,long
2188,41RE165,Prehistoric,,,12550 BC,1690 AD,,,13,29.669236,-99.935711
2189,41RE166,Prehistoric,,,12550 BC,1690 AD,,,15,29.679218,-99.877609
2190,41RE48,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,35,29.740094,-99.747264
2191,41RE48,Prehistoric,,,12550 BC,1690 AD,,,34,29.740094,-99.747264
2192,41RE49,Prehistoric,,,12550 BC,1690 AD,,,3,29.666709,-99.74333
2193,41RE5,Prehistoric,,,12550 BC,1690 AD,,,1,29.788989,-99.812922
2194,41RE53,Middle Archaic,,,2650 BC,300 BC,,http://n2t.net/ark:/99152/p0m448v3gsp,4,29.789399,-99.885452
2195,41RE8,Prehistoric,,,12550 BC,1690 AD,,,1,29.782565,-99.809787
2196,41RE82,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,5,29.718077,-100.035087
2197,41RE84,Prehistoric,,,12550 BC,1690 AD,,,3,29.825051,-100.010283
2198,41RE86,Prehistoric,,,12550 BC,1690 AD,,,3,29.815641,-100.015851
2199,41RE9,Prehistoric,,,12550 BC,1690 AD,,,1,29.785535,-99.809594
2200,41RG13,Paleoindian,,12550 BC,11050 BC,7850 BC,7050 BC,http://n2t.net/ark:/99152/p0m448vx5q4,4,31.176613,-101.479627
2201,41RG13,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,2,31.176613,-101.479627
2202,41RG13,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,4,31.176613,-101.479627
2203,41RG13,Historic,,,1750 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,4,31.176613,-101.479627
2204,41RG13,Early Archaic,,,6550 BC,2650 BC,,http://n2t.net/ark:/99152/p0m448vxj6h,4,31.176613,-101.479627
2205,41RG14,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,1,31.173374,-101.474057
2206,41RG15,Prehistoric,,,12550 BC,1690 AD,,,3,31.203064,-101.759645
2207,41RG18,Late Prehistoric,,,630 AD,1700 AD,,http://n2t.net/ark:/99152/p0m448vvmv7,4,31.181758,-101.487335
2208,41RG18,Late Archaic I,,,2299 BC,599 BC,,http://n2t.net/ark:/99152/p0t3585kxnj,4,31.181758,-101.487335
2209,41RG18,Late Archaic Period,,,2299 BC,400 AD,1200 AD,http://n2t.net/ark:/99152/p0t3585b2rd,4,31.181758,-101.487335
2210,41RG18,Middle Archaic,,,2650 BC,300 BC,,http://n2t.net/ark:/99152/p0m448v3gsp,4,31.181758,-101.487335
2211,41RG21,Prehistoric,,,12550 BC,1690 AD,,,7,31.188204,-101.578124
2212,41RG24,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,31.201417,-101.707298
2213,41RG26,Infierno Phase,,,1500 AD,1700 AD,,http://n2t.net/ark:/99152/p0m448v3k4t,7,31.178598,-101.486109
2214,41RG26,Toyah,,1250 AD,1450 AD,1600 AD,1750 AD,http://n2t.net/ark:/99152/p0qkjhbzth5,7,31.178598,-101.486109
2215,41RG263,,Frio Point,,250 BC,550 AD,,,31,31.107566,-101.506694
2216,41RG263,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,31,31.107566,-101.506694
2217,41RG263,Prehistoric,,,12550 BC,1690 AD,,,31,31.107566,-101.506694
2218,41RG3,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,31.119387,-101.662063
2219,41RG32,Prehistoric,,,12550 BC,1690 AD,,,1,31.413098,-101.318305
2220,41RG324,,Ensor Point,,250 BC,550 AD,,,31,31.169708,-101.565179
2221,41RG324,Prehistoric,,,12550 BC,1690 AD,,,31,31.169708,-101.565179
2222,41RG343,Prehistoric,,,12550 BC,1690 AD,,,36,31.180417,-101.573157
2223,41RG35,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,31.411517,-101.392027
2224,41RG37,Prehistoric,,,12550 BC,1690 AD,,,1,31.406135,-101.399115
2225,41RG38,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,1,31.445681,-101.535352
2226,41RG383,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,18,31.14346,-101.70157
2227,41RG389,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,45,31.222395,-101.614026
2228,41RG390,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,47,31.221059,-101.611848
2229,41RG65,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,31.409324,-101.407987
2230,41RG67,Prehistoric,,,12550 BC,1690 AD,,,2,31.418165,-101.421716
2231,41RG67,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,2,31.418165,-101.421716
2232,41RG69,Prehistoric,,,12550 BC,1690 AD,,,1,31.419693,-101.44382
2233,41RG76,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,29,31.224459,-101.621369
2234,41RG77,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,31.111388,-101.666441
2235,41RG83,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,31.218721,-101.658076
2236,41RN101,,Castroville Point,,1050 BC,550 BC,,,20,31.946375,-99.950223
2237,41RN101,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,22,31.946375,-99.950223
2238,41RN101,Prehistoric,,,12550 BC,1690 AD,,,22,31.946375,-99.950223
2239,41RN107,Early Archaic,,,6850 BC,4050 BC,,http://n2t.net/ark:/99152/p0m448vxj6h,2,31.611802,-99.778946
2240,41RN108,Prehistoric,,,12550 BC,1690 AD,,,1,31.603003,-99.777892
2241,41RN169,Toyah,,1250 AD,1450 AD,1600 AD,1750 AD,http://n2t.net/ark:/99152/p0qkjhbzth5,9,31.603633,-99.775178
2242,41RN169,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,3,31.603633,-99.775178
2243,41RN173,Prehistoric,,,12550 BC,1690 AD,,,23,31.943822,-99.945351
2244,41RN174,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,83,31.948472,-99.948552
2245,41RN174,Prehistoric,,,12550 BC,1690 AD,,,83,31.948472,-99.948552
2246,41RN194,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,3,31.737052,-99.93619
2247,41RN234,Prehistoric,,,12550 BC,1690 AD,,,20,31.797811,-100.028394
2248,41RN235,Prehistoric,,,12550 BC,1690 AD,,,14,31.804058,-100.027764
2249,41RN236,Prehistoric,,,12550 BC,1690 AD,,,12,31.81811,-100.03449
2250,41RN243,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,20,31.66823,-100.022974
2251,41RN245,Prehistoric,,,12550 BC,1690 AD,,,24,32.009697,-99.940546
2252,41RN246,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,16,32.042168,-100.003556
2253,41RN247,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,32,32.039729,-99.987855
2254,41RN248,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,26,32.039932,-99.968614
2255,41RN249,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,16,31.999324,-99.876064
2256,41RN249,Prehistoric,,,12550 BC,1690 AD,,,16,31.999324,-99.876064
2257,41RN250,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,12,32.000237,-99.871796
2258,41RN251,Prehistoric,,,12550 BC,1690 AD,,,22,31.998545,-99.869885
2259,41RN252,Prehistoric,,,12550 BC,1690 AD,,,20,31.993639,-99.868367
2260,41RN253,Prehistoric,,,12550 BC,1690 AD,,,20,31.990299,-99.867373
2261,41RN254,Prehistoric,,,12550 BC,1690 AD,,,20,31.986696,-99.866577
2262,41RN254,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,20,31.986696,-99.866577
2263,41RN255,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,18,31.978865,-99.857316
2264,41RN255,Prehistoric,,,12550 BC,1690 AD,,,18,31.978865,-99.857316
2265,41RN256,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,16,31.98243,-99.850459
2266,41RN256,Prehistoric,,,12550 BC,1690 AD,,,16,31.98243,-99.850459
2267,41RN257,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,40,31.974315,-99.837536
2268,41RN258,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,40,31.966775,-99.83588
2269,41RN259,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,34,31.961074,-99.834442
2270,41RN259,Prehistoric,,,12550 BC,1690 AD,,,34,31.961074,-99.834442
2271,41RN259,Historic Period,,,1690 AD,1950 AD,,http://n2t.net/ark:/99152/p07fthdvbjk,34,31.961074,-99.834442
2272,41RN260,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,14,31.95993,-99.834135
2273,41RN260,Prehistoric,,,12550 BC,1690 AD,,,14,31.95993,-99.834135
2274,41RN261,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,24,31.928612,-99.776496
2275,41RN261,Prehistoric,,,12550 BC,1690 AD,,,24,31.928612,-99.776496
2276,41RN262,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,30,31.920147,-99.773982
2277,41RN263,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,22,31.880528,-99.762908
2278,41RN263,Prehistoric,,,12550 BC,1690 AD,,,22,31.880528,-99.762908
2279,41RN264,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,16,31.851913,-99.730477
2280,41RN265,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,16,31.847721,-99.726671
2281,41RN265,Prehistoric,,,12550 BC,1690 AD,,,16,31.847721,-99.726671
2282,41RN277,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,6,31.741123,-99.93267
2283,41RN3,Prehistoric,,,12550 BC,1690 AD,,,6,31.591295,-99.736308
2284,41RN3,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,4,31.591295,-99.736308
2285,41RN543,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,2,,
2286,41SL23,,Pedernales Dart,,1050 BC,50 BC,,,22,30.72767,-100.159898
2287,41SL23,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,22,30.72767,-100.159898
2288,41SL23,Prehistoric,,,12550 BC,1690 AD,,,22,30.72767,-100.159898
2289,41SL30,Prehistoric,,,12550 BC,1690 AD,,,13,31.070717,-100.558607
2290,41SL7,Prehistoric,,,12550 BC,1690 AD,,,1,31.075709,-100.540603
2291,41SS110,,Marshall Point,,2050 BC,50 BC,,,1,31.190598,-98.656347
2292,41SS113,Prehistoric,,,12550 BC,1690 AD,,,67,31.197971,-98.711721
2293,41SS113,Historic Period,,,1690 AD,1950 AD,,http://n2t.net/ark:/99152/p07fthdvbjk,67,31.197971,-98.711721
2294,41SS113,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,63,31.197971,-98.711721
2295,41SS113,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,34,31.197971,-98.711721
2296,41SS114,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,31.140477,-98.940939
2297,41SS116,Paleoindian Era,,7699 BC,6999 BC,6499 BC,,http://n2t.net/ark:/99152/p0qkjhbnbq9,1,31.13411,-98.950038
2298,41SS135,Paleoindian Era,,7699 BC,6999 BC,6499 BC,,http://n2t.net/ark:/99152/p0qkjhbnbq9,1,31.137041,-98.94605
2299,41SS14,Prehistoric,,,12550 BC,1690 AD,,,3,30.927854,-98.975487
2300,41SS160,Prehistoric,,,12550 BC,1690 AD,,,2,30.925797,-98.976911
2301,41SS163,Prehistoric,,,12550 BC,1690 AD,,,1,31.198822,-98.68274
2302,41SS164,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,8,31.265086,-98.850674
2303,41SS164,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,8,31.265086,-98.850674
2304,41SS164,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,8,31.265086,-98.850674
2305,41SS164,Prehistoric,,,12550 BC,1690 AD,,,8,31.265086,-98.850674
2306,41SS175,Late Archaic II,,,599 BC,600 AD,,http://n2t.net/ark:/99152/p0t35856b5j,27,31.199591,-98.710194
2307,41SS175,Prehistoric,,,12550 BC,1690 AD,,,27,31.199591,-98.710194
2308,41SS175,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,25,31.199591,-98.710194
2309,41SS175,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,23,31.199591,-98.710194
2310,41SS175,,Bulverde Point,,3050 BC,1550 BC,,,23,31.199591,-98.710194
2311,41SS175,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,23,31.199591,-98.710194
2312,41SS175,Middle Archaic,,,4050 BC,2050 BC,,http://n2t.net/ark:/99152/p0m448v3gsp,23,31.199591,-98.710194
2313,41SS176,Late Archaic II,,,599 BC,600 AD,,http://n2t.net/ark:/99152/p0t35856b5j,10,31.196365,-98.711904
2314,41SS176,Prehistoric,,,12550 BC,1690 AD,,,282,31.196365,-98.711904
2315,41SS176,Historic Period,,,1690 AD,1950 AD,,http://n2t.net/ark:/99152/p07fthdvbjk,281,31.196365,-98.711904
2316,41SS176,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,10,31.196365,-98.711904
2317,41SS176,,Darl Point,,550 BC,650 AD,,,10,31.196365,-98.711904
2318,41SS176,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,271,31.196365,-98.711904
2319,41SS176,Toyah,,1250 AD,1450 AD,1600 AD,1750 AD,http://n2t.net/ark:/99152/p0qkjhbzth5,271,31.196365,-98.711904
2320,41SS177,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,107,31.197401,-98.710661
2321,41SS177,Historic Period,,,1690 AD,1950 AD,,http://n2t.net/ark:/99152/p07fthdvbjk,107,31.197401,-98.710661
2322,41SS177,Prehistoric,,,12550 BC,1690 AD,,,108,31.197401,-98.710661
2323,41SS177,Toyah,,1250 AD,1450 AD,1600 AD,1750 AD,http://n2t.net/ark:/99152/p0qkjhbzth5,107,31.197401,-98.710661
2324,41SS178,Historic Period,,,1690 AD,1950 AD,,http://n2t.net/ark:/99152/p07fthdvbjk,192,31.198498,-98.710217
2325,41SS178,Early Historic,,,1690 AD,1720 AD,1730 AD,http://n2t.net/ark:/99152/p07fthdjjrw,192,31.198498,-98.710217
2326,41SS178,Prehistoric,,,12550 BC,1690 AD,,,281,31.198498,-98.710217
2327,41SS178,Austin Period,,600 AD,850 AD,1150 AD,1400 AD,http://n2t.net/ark:/99152/p0qkjhbpg5s,192,31.198498,-98.710217
2328,41SS178,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,248,31.198498,-98.710217
2329,41SS178,Toyah,,1250 AD,1450 AD,1600 AD,1750 AD,http://n2t.net/ark:/99152/p0qkjhbzth5,248,31.198498,-98.710217
2330,41SS178,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,248,31.198498,-98.710217
2331,41SS178,,Darl Point,,550 BC,650 AD,,,192,31.198498,-98.710217
2332,41SS178,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,276,31.198498,-98.710217
2333,41SS178,Late Archaic Period,,,2299 BC,400 AD,1200 AD,http://n2t.net/ark:/99152/p0t3585b2rd,56,31.198498,-98.710217
2334,41SS181,Prehistoric,,,12550 BC,1690 AD,,,20,31.198752,-98.710689
2335,41SS182,Historic Period,,,1690 AD,1950 AD,,http://n2t.net/ark:/99152/p07fthdvbjk,27,31.197541,-98.713863
2336,41SS182,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,29,31.197541,-98.713863
2337,41SS182,Prehistoric,,,12550 BC,1690 AD,,,26,31.197541,-98.713863
2338,41SS186,Toyah,,1250 AD,1450 AD,1600 AD,1750 AD,http://n2t.net/ark:/99152/p0qkjhbzth5,20,31.202522,-98.706248
2339,41SS2,Toyah,,1250 AD,1450 AD,1600 AD,1750 AD,http://n2t.net/ark:/99152/p0qkjhbzth5,3,30.922875,-98.446565
2340,41SS2,Prehistoric,,,12550 BC,1690 AD,,,2,30.922875,-98.446565
2341,41SS20,Toyah,,1250 AD,1450 AD,1600 AD,1750 AD,http://n2t.net/ark:/99152/p0qkjhbzth5,9,31.276484,-98.943502
2342,41SS20,,Cliffton Projectile Point,,1250 AD,1550 AD,,,2,31.276484,-98.943502
2343,41SS20,Toyah ,,,1300 AD,1750 AD,,http://n2t.net/ark:/99152/p0bw9m8rf48,2,31.276484,-98.943502
2344,41SS22,Paleoindian period,,,9550 BC,6850 BC,,http://n2t.net/ark:/99152/p07fthdqd8t,2,30.980588,-98.773222
2345,41SS28,Prehistoric,,,12550 BC,1690 AD,,,15,31.201697,-98.686952
2346,41SS28,Toyah,,1250 AD,1450 AD,1600 AD,1750 AD,http://n2t.net/ark:/99152/p0qkjhbzth5,7,31.201697,-98.686952
2347,41SS51,Early Archaic,,,6850 BC,4050 BC,,http://n2t.net/ark:/99152/p0m448vxj6h,11,31.132288,-98.949787
2348,41SS51,,Gower Point,,6550 BC,5050 BC,,,11,31.132288,-98.949787
2349,41SS51,,Darl Point,,550 BC,650 AD,,,7,31.132288,-98.949787
2350,41SS51,Paleoindian Era,,7699 BC,6999 BC,6499 BC,,http://n2t.net/ark:/99152/p0qkjhbnbq9,7,31.132288,-98.949787
2351,41SS52,,Darl Point,,550 BC,650 AD,,,3,31.129351,-98.962973
2352,41SS52,,Gower Point,,6550 BC,5050 BC,,,3,31.129351,-98.962973
2353,41SS52,Early Archaic,,,6850 BC,4050 BC,,http://n2t.net/ark:/99152/p0m448vxj6h,3,31.129351,-98.962973
2354,41SS58,Prehistoric,,,12550 BC,1690 AD,,,2,31.214271,-98.675967
2355,41SS59,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,2,31.197273,-98.571616
2356,41SS62,Prehistoric,,,12550 BC,1690 AD,,,2,31.191975,-98.686748
2357,41SS63,Prehistoric,,,12550 BC,1690 AD,,,2,31.204622,-98.678728
2358,41SS65,Prehistoric,,,12550 BC,1690 AD,,,2,31.19815,-98.684545
2359,41ST87,Toyah,,1250 AD,1450 AD,1600 AD,1750 AD,http://n2t.net/ark:/99152/p0qkjhbzth5,12,32.042982,-101.066807
2360,41SU1,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,6,30.57661,-100.631073
2361,41SU1,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,6,30.57661,-100.631073
2362,41SU1,Prehistoric,,,12550 BC,1690 AD,,,6,30.57661,-100.631073
2363,41SU17,Prehistoric,,,12550 BC,1690 AD,,,3,30.514902,-100.408872
2364,41SU22,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,9,30.557856,-100.647346
2365,41SU22,Prehistoric,,,12550 BC,1690 AD,,,9,30.557856,-100.647346
2366,41SU27,Prehistoric,,,12550 BC,1690 AD,,,6,30.575399,-100.634129
2367,41TA1,Paleo-Indian period,,,9550 BC,6850 BC,,http://n2t.net/ark:/99152/p07fthdqd8t,13,32.373961,-99.7948
2368,41TA1,Paleoindian,,12550 BC,11050 BC,7850 BC,7050 BC,http://n2t.net/ark:/99152/p0m448vx5q4,3,32.373961,-99.7948
2369,41TA1,,Lanceolate Point,,,,,,2,32.373961,-99.7948
2370,41TA100,Prehistoric,,,12550 BC,1690 AD,,,2,32.322674,-99.735675
2371,41TA11,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,13,32.450948,-99.850809
2372,41TA111,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,5,32.210778,-99.853307
2373,41TA111,Historic Period,,,1690 AD,1950 AD,,http://n2t.net/ark:/99152/p07fthdvbjk,3,32.210778,-99.853307
2374,41TA123,Toyah,,1250 AD,1450 AD,1600 AD,1750 AD,http://n2t.net/ark:/99152/p0qkjhbzth5,7,32.12832,-99.728627
2375,41TA125,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,2,32.10193,-99.688799
2376,41TA153,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,13,32.442196,-99.832195
2377,41TA153,Prehistoric,,,12550 BC,1690 AD,,,13,32.442196,-99.832195
2378,41TA154,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,10,32.440663,-99.829383
2379,41TA154,Prehistoric,,,12550 BC,1690 AD,,,10,32.440663,-99.829383
2380,41TA162,,Edwards Chert,,,,,,7,32.324626,-99.861981
2381,41TA183,Prehistoric,,,12550 BC,1690 AD,,,2,32.438194,-99.853284
2382,41TA184,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,2,32.442519,-99.855421
2383,41TA184,Prehistoric,,,12550 BC,1690 AD,,,2,32.442519,-99.855421
2384,41TA228,,Edwards Chert,,,,,,7,,
2385,41TA229,,Edwards Chert,,,,,,7,32.319768,-99.867852
2386,41TA229,Prehistoric,,,12550 BC,1690 AD,,,2,32.319768,-99.867852
2387,41TA23,Prehistoric,,,12550 BC,1690 AD,,,32,32.137127,-100.020363
2388,41TA237,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,2,32.309199,-99.866136
2389,41TA238,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,2,32.311547,-99.857841
2390,41TA246,Prehistoric,,,12550 BC,1690 AD,,,2,32.433225,-99.992133
2391,41TA248,Prehistoric,,,12550 BC,1690 AD,,,10,32.46875,-100.129799
2392,41TA254,Prehistoric,,,12550 BC,1690 AD,,,24,32.466612,-99.817529
2393,41TA26,Prehistoric,,,12550 BC,1690 AD,,,22,32.135005,-100.022741
2394,41TA265,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,10,32.240759,-99.758922
2395,41TA268,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,6,32.145997,-100.027116
2396,41TA268,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,2,32.145997,-100.027116
2397,41TA268,Prehistoric,,,12550 BC,1690 AD,,,4,32.145997,-100.027116
2398,41TA268,Early Historic,,,1690 AD,1720 AD,1730 AD,http://n2t.net/ark:/99152/p07fthdjjrw,4,32.145997,-100.027116
2399,41TA268,Toyah,,1250 AD,1450 AD,1600 AD,1750 AD,http://n2t.net/ark:/99152/p0qkjhbzth5,4,32.145997,-100.027116
2400,41TA269,Prehistoric,,,12550 BC,1690 AD,,,18,32.143925,-100.022322
2401,41TA270,Prehistoric,,,12550 BC,1690 AD,,,2,32.146578,-100.021025
2402,41TA271,Prehistoric,,,12550 BC,1690 AD,,,2,32.146471,-100.025425
2403,41TA275,Prehistoric,,,12550 BC,1690 AD,,,40,32.300181,-99.825254
2404,41TA275,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,40,32.300181,-99.825254
2405,41TA276,Prehistoric,,,12550 BC,1690 AD,,,34,32.308409,-99.826582
2406,41TA283,Prehistoric,,,12550 BC,1690 AD,,,31,32.258862,-99.995783
2407,41TA285,Prehistoric,,,12550 BC,1690 AD,,,20,32.132925,-100.02219
2408,41TA286,Prehistoric,,,12550 BC,1690 AD,,,16,32.162855,-100.02227
2409,41TA288,Prehistoric,,,12550 BC,1690 AD,,,24,32.189403,-100.022375
2410,41TA289,Prehistoric,,,12550 BC,1690 AD,,,12,32.186371,-100.022479
2411,41TA29,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,11,32.415895,-100.087377
2412,41TA29,Historic Period,,,1690 AD,1950 AD,,http://n2t.net/ark:/99152/p07fthdvbjk,26,32.415895,-100.087377
2413,41TA29,Prehistoric,,,12550 BC,1690 AD,,,1,32.415895,-100.087377
2414,41TA29,Paleoindian,,12550 BC,11050 BC,7850 BC,7050 BC,http://n2t.net/ark:/99152/p0m448vx5q4,1,32.415895,-100.087377
2415,41TA290,Prehistoric,,,12550 BC,1690 AD,,,16,32.154704,-100.02186
2416,41TA291,Prehistoric,,,12550 BC,1690 AD,,,20,32.109681,-100.021783
2417,41TA293,Prehistoric,,,12550 BC,1690 AD,,,14,32.174745,-100.022339
2418,41TA294,Prehistoric,,,12550 BC,1690 AD,,,16,32.18005,-100.022197
2419,41TA295,Prehistoric,,,12550 BC,1690 AD,,,18,32.168602,-100.022217
2420,41TA296,Prehistoric,,,12550 BC,1690 AD,,,10,32.158047,-100.078801
2421,41TA297,Prehistoric,,,12550 BC,1690 AD,,,6,32.188782,-100.03338
2422,41TA298,Prehistoric,,,12550 BC,1690 AD,,,13,32.187747,-100.035224
2423,41TA298,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,13,32.187747,-100.035224
2424,41TA299,Prehistoric,,,12550 BC,1690 AD,,,6,32.180217,-100.044813
2425,41TA300,Prehistoric,,,12550 BC,1690 AD,,,8,32.177936,-100.047894
2426,41TA301,Prehistoric,,,12550 BC,1690 AD,,,6,32.174829,-100.052717
2427,41TA302,Prehistoric,,,12550 BC,1690 AD,,,7,32.167665,-100.062561
2428,41TA303,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,7,32.148887,-100.094959
2429,41TA304,Prehistoric,,,12550 BC,1690 AD,,,10,32.141817,-100.107131
2430,41TA305,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,16,32.140142,-100.109984
2431,41TA305,Prehistoric,,,12550 BC,1690 AD,,,16,32.140142,-100.109984
2432,41TA306,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,13,32.137943,-100.113742
2433,41TA306,Prehistoric,,,12550 BC,1690 AD,,,13,32.137943,-100.113742
2434,41TA307,Prehistoric,,,12550 BC,1690 AD,,,12,32.136678,-100.116112
